Time, Speed (KMPH), Speed (MPH), Acceleration, Longitude, Latitude, SatelliteNum, Accuracy, Heading, Altitude
0,2.319999933242798,1.441,0,21.13276766666667,52.18387599999999,12,0.6899999976158142,undefined,87.5
0.09999999999854481,3.6530001163482666,2.269,0.3775783051763816,21.132766333333333,52.183877,12,0.6899999976158142,undefined,87.5999984741211
0.19999999999708962,6.613999843597412,4.109,0.838716507928643,21.132763833333335,52.18387866666667,12,0.6899999976158142,undefined,87.5
0.2999999999956344,9.25,5.747,0.7466589158153302,21.132761,52.183880833333326,12,0.6899999976158142,undefined,87.5999984741211
0.4000000000014552,11.694999694824219,7.266,0.6925571748314497,21.132757500000004,52.1838835,12,0.6899999976158142,undefined,87.5999984741211
0.5,14.413000106811523,8.955,0.7698858575067986,21.132753166666664,52.183886666666666,12,0.6899999976158142,undefined,87.5999984741211
0.5999999999985448,17.125999450683594,10.641,0.7684692824403025,21.132748333333332,52.183890500000004,12,0.6899999976158142,undefined,87.5
0.6999999999970896,19.975000381469727,12.411,0.8069923444316954,21.132742666666665,52.18389483333333,12,0.6899999976158142,undefined,87.5
0.7999999999956344,22.672000885009766,14.087,0.7639375388637318,21.13273616666667,52.18389966666667,12,0.6899999976158142,undefined,87.5
0.9000000000014552,25.277000427246094,15.706,0.7378778521844014,21.132729333333334,52.183905,12,0.6899999976158142,undefined,87.5
1,28.22100067138672,17.535,0.8339013277791278,21.132721666666665,52.183911,12,0.6899999976158142,undefined,87.5
1.0999999999985448,31.79599952697754,19.757,1.0126345262434853,21.132712833333336,52.18391783333333,12,0.6899999976158142,undefined,87.5
1.1999999999970896,34.55099868774414,21.468,0.7803659197264362,21.132703666666664,52.183925,12,0.6899999976158142,undefined,87.5
1.2999999999956344,37.617000579833984,23.374,0.8684588440084761,21.13269366666667,52.18393283333333,12,0.6899999976158142,undefined,87.5
1.4000000000014552,40.926998138427734,25.43,0.9375717153385947,21.132682833333334,52.18394150000001,12,0.6899999976158142,undefined,87.5
1.5,43.98899841308594,27.333,0.8673253678492433,21.132671,52.18395050000001,12,0.6899999976158142,undefined,87.5
1.5999999999985448,47.59199905395508,29.572,1.0205661580326646,21.13265833333333,52.1839605,12,0.6899999976158142,undefined,87.5
1.6999999999970896,50.45800018310547,31.353,0.8118077271806196,21.132645000000004,52.183970833333326,12,0.6899999976158142,undefined,87.5
1.7999999999956344,52.599998474121094,32.684,0.6067306626531757,21.132631333333332,52.183981499999994,12,0.6899999976158142,undefined,87.5
1.9000000000014552,54.58700180053711,33.918,0.5628276408526518,21.132617166666666,52.18399266666667,12,0.6899999976158142,undefined,87.5
2,57.0989990234375,35.479,0.7115345264400929,21.1326025,52.18400433333333,12,0.6899999976158142,undefined,87.5
2.099999999998545,59.69499969482422,37.092,0.7353288815425405,21.132586833333335,52.18401633333333,12,0.6899999976158142,undefined,87.5
2.1999999999970896,62.56100082397461,38.873,0.8118077271806196,21.132570499999996,52.18402916666667,12,0.6899999976158142,undefined,87.4000015258789
2.2999999999956344,65.24700164794922,40.542,0.7608218300885669,21.132553500000004,52.18404233333334,12,0.6899999976158142,undefined,87.4000015258789
2.400000000001455,67.55000305175781,41.973,0.6523355193994046,21.132536166666668,52.18405599999999,12,0.7200000286102295,undefined,87.4000015258789
2.5,69.99700164794922,43.494,0.6931233726963661,21.132517999999997,52.184070166666665,12,0.7200000286102295,undefined,87.4000015258789
2.599999999998545,72.3550033569336,44.959,0.6679146035877833,21.13249933333333,52.184084666666664,12,0.7200000286102295,undefined,87.4000015258789
2.6999999999970896,75.197998046875,46.725,0.8052910496626658,21.13247966666667,52.18410000000001,12,0.7599999904632568,undefined,87.30000305175781
2.7999999999956344,77.38800048828125,48.086,0.6203280544432487,21.132459833333336,52.184115500000004,12,0.7599999904632568,undefined,87.30000305175781
2.900000000001455,79.5009994506836,49.399,0.5985164721782755,21.1324395,52.1841315,12,0.7599999904632568,undefined,87.4000015258789
3,81.76399993896484,50.805,0.6410050799752608,21.132418500000004,52.18414783333333,12,0.800000011920929,undefined,87.30000305175781
3.099999999998545,83.68699645996094,52,0.5446974249967785,21.13239716666667,52.18416466666666,12,0.800000011920929,undefined,87.30000305175781
3.1999999999970896,85.11599731445312,52.888,0.40477092769616707,21.1323755,52.18418166666667,12,0.800000011920929,undefined,87.30000305175781
3.2999999999956344,86.90499877929688,54,0.5067427218802727,21.132353333333338,52.18419900000001,12,0.800000011920929,undefined,87.30000305175781
3.400000000001455,88.57499694824219,55.037,0.4730345023382959,21.132330666666668,52.184216666666664,12,0.800000011920929,undefined,87.30000305175781
3.5,90.38899993896484,56.165,0.5138245166825725,21.132307666666666,52.18423483333333,12,0.800000011920929,undefined,87.30000305175781
3.599999999998545,92.52899932861328,57.494,0.6061644648386494,21.132283999999995,52.18425333333333,12,0.800000011920929,undefined,87.30000305175781
3.6999999999970896,94.44499969482422,58.685,0.5427157326459366,21.132259999999995,52.18427216666667,12,0.800000011920929,undefined,87.30000305175781
3.7999999999956344,96.40399932861328,59.902,0.5548954688393334,21.13223533333333,52.1842915,12,0.800000011920929,undefined,87.30000305175781
3.900000000001455,98.40599822998047,61.146,0.56707520499147,21.132210166666663,52.184310999999994,12,0.800000011920929,undefined,87.30000305175781
3.9983343374042306,100,62.137,0.4591561727445965,21.132184666666664,52.18433083333333,12,0.800000011920929,undefined,87.30000305175781
4,100.0270004272461,62.153,0.4591561727357382,21.132184666666664,52.18433083333333,12,0.800000011920929,undefined,87.30000305175781
